row_number;Identifiant_de_l_etablissement;Nom_etablissement
648;0020048S;Lycée Henri Martin
649;0020049T;Lycée Pierre de la Ramée
650;0020050U;Lycée Condorcet
651;0020051V;Lycée des métiers d'art
652;0020052W;Lycée professionnel Colard Noël
653;0020054Y;Collège Montaigne
654;0020059D;Lycée Gérard de Nerval
655;0020060E;Lycée agricole et viticole
656;0020061F;Section d'enseignement professionnel Le Corbusier
657;0020063H;Collège Joliot-Curie
658;0020066L;Collège Marcel Pagnol
659;0020072T;Collège Simone Veil
660;0020075W;Collège Georges Cobast
661;0020076X;Collège Jean Moulin
662;0020078Z;Lycée professionnel Julie Daubié
663;0020079A;Lycée professionnel Condorcet
664;0020080B;Collège Pierre de la Ramée
665;0020082D;Centre d'information et d'orientation de Château-Thierry
666;0020083E;Centre d'information et d'orientation de Laon
667;0020085G;Centre d'information et d'orientation de Saint-Quentin
668;0020088K;Lycée professionnel Camille Claudel
669;0020098W;Ecolé élémentaire
670;0020100Y;Ecole primaire
671;0020101Z;Ecole maternelle
672;0020107F;Ecole élémentaire
673;0020111K;Ecole primaire
674;0020116R;Ecole primaire
675;0020121W;Ecole primaire Hérou Pasteur
676;0020128D;Ecole élémentaire Chêne Brûlé
677;0020129E;Ecole élémentaire Berthelot
678;0020130F;Ecole maternelle du Centre
679;0020131G;Ecole maternelle Alavoine
680;0020143V;Ecole primaire
681;0020144W;Ecole élémentaire
682;0020145X;Ecole primaire
683;0020151D;Ecole primaire
684;0020153F;Ecole primaire
685;0020162R;Ecole élémentaire
686;0020171A;Ecole élémentaire
687;0020175E;Ecole primaire
688;0020186S;Ecole élémentaire
689;0020187T;Ecole primaire
690;0020194A;Ecole primaire
691;0020198E;Ecole primaire
692;0020199F;Ecole primaire La Vallée de La Crise
693;0020201H;Ecole primaire Ensemble scolaire Monique et Gérard Mathieu
694;0020203K;Ecole primaire Les Deux Vallées
695;0020207P;Circonscription d'inspection du 1er degré de Chauny
696;0020209S;Circonscription d'inspection du 1er degré de Saint-Quentin
697;0020210T;Circonscription d'inspection du 1er degré de Saint-Quentin Nord
698;0020211U;Circonscription d'inspection du 1er degré de Guise
699;0020214X;Circonscription d'inspection du 1er degré de Soissons
700;0020221E;Ecole élémentaire
701;0020229N;Ecole élémentaire
702;0020235V;Ecole élémentaire La Madeleine
703;0020236W;Ecole maternelle La Madeleine
704;0020241B;Ecole primaire Louise Michel
705;0020242C;Ecole primaire Les Filoirs
706;0020252N;Groupe scolaire Jean Jaurès
707;0020255S;Ecole élémentaire de La Chaussée
708;0020257U;Ecole maternelle Groupe scolaire de La Chaussée
709;0020258V;Ecole élémentaire Renan
710;0020260X;Ecole maternelle Groupe scolaire Renan
711;0020262Z;Ecole élémentaire La Résidence
712;0020264B;Ecole primaire
713;0020267E;Ecole maternelle Cappigny
714;0020277R;Ecole élémentaire
715;0020281V;Ecole élémentaire
716;0020287B;Ecole primaire Marcel Renaud
717;0020288C;Ecole primaire
718;0020293H;Ecole maternelle
719;0020301S;Ecole primaire
720;0020303U;Ecole primaire
721;0020313E;Ecole élémentaire
722;0020319L;Ecole primaire
723;0020325T;Ecole primaire
724;0020330Y;Ecole primaire
725;0020337F;Ecole maternelle
726;0020348T;Ecole primaire
727;0020354Z;Ecole maternelle
728;0020366M;Ecole élémentaire
729;0020368P;Ecole maternelle
730;0020370S;Ecole primaire
731;0020372U;Ecole élémentaire
732;0020377Z;Ecole primaire
733;0020384G;Ecole primaire - Chemin des Dames
734;0020387K;Ecole élémentaire Camille Desmoulins
735;0020388L;Ecole maternelle Faidherbe
736;0020389M;Ecole maternelle Saint-Exupéry
737;0020395U;Ecole élémentaire J Verne - L Lagrange
738;0020397W;Ecole maternelle Pasteur - Les Tournelles
739;0020404D;Ecole maternelle
740;0020408H;Ecole primaire Charles Bourgeois
741;0020411L;Ecole primaire
742;0020413N;Ecole élémentaire
743;0020421X;Ecole élémentaire
744;0020428E;Ecole primaire
745;0020444X;Ecole primaire Armande Roux
746;0020448B;Ecole maternelle André Boulloche
747;0020449C;Ecole élémentaire Yves Bres
748;0020453G;Ecole primaire
749;0020456K;Ecole primaire Jean Moulin
750;0020457L;Ecole primaire Jules Verne
751;0020459N;Ecole élémentaire Jules Ferry
752;0020467X;Collège Lacordaire
753;0020468Y;Collège Saint-Joseph
754;0020469Z;Collège Saint-Charles
755;0020470A;Collège Saint-Joseph
756;0020471B;Collège La Providence
757;0020472C;Collège Notre-Dame
758;0020473D;Collège Saint-Jean et la Croix
759;0020483P;Collège Jeanne d'Arc
760;0020484R;Collège Enfant Jésus
761;0020492Z;Lycée professionnel Saint-Vincent-de-Paul
762;0020498F;Lycée professionnel Sainte-Sophie
763;0020506P;INSTITUT MEDICO-EDUCATIF
764;0020510U;Ecole élémentaire
765;0020512W;Ecole primaire
766;0020519D;Ecole primaire
767;0020522G;Ecole primaire du Centre
768;0020526L;Ecole primaire N. Fortez-G. Masset
769;0020531S;Ecole primaire
770;0020538Z;Ecole primaire Jean-Pierre Nicol
771;0020540B;Ecole maternelle
772;0020544F;Ecole primaire Pierre Hénin
773;0020560Y;Ecole primaire Les 4 Chemins
774;0020561Z;Ecole élémentaire
775;0020564C;Ecole primaire
776;0020567F;Ecole élémentaire Roger Leray
777;0020573M;Ecole primaire
778;0020577S;Ecole maternelle
779;0020583Y;Ecole primaire
780;0020589E;Ecole élémentaire Maximin Bailly
781;0020607Z;Ecole primaire Le Petit Prince
782;0020611D;Ecole primaire
783;0020623S;Ecole primaire
784;0020627W;Ecole maternelle
785;0020639J;Ecole primaire
786;0020643N;Ecole élémentaire
787;0020651X;Ecole primaire
788;0020656C;Ecole Pierre Braillon
789;0020658E;Ecole élémentaire de Marest Centre
790;0020663K;Ecole maternelle
791;0020666N;Ecole primaire Jean Macé - Jules Ferry
792;0020670T;Ecole primaire
793;0020672V;Ecole primaire
794;0020676Z;Ecole élémentaire
795;0020681E;Ecole primaire
796;0020683G;Ecole primaire
797;0020690P;Ecole primaire
798;0020692S;Ecole élémentaire
799;0020695V;Ecole primaire Des 4 Saisons
800;0020702C;Ecole primaire
801;0020705F;Ecole élémentaire
802;0020709K;Ecole élémentaire Citée Chappée
803;0020733L;Ecole maternelle
804;0020735N;Ecole élémentaire
805;0020741V;Ecole élémentaire Henri Décarpigny
806;0020743X;Ecole maternelle André Soveaux
807;0020744Y;Ecole élémentaire Pasteur
808;0020746A;Ecole maternelle Raoul Dautry
809;0020747B;Ecole primaire
810;0020759P;Ecole primaire
811;0020761S;Ecole primaire
812;0020773E;Ecole primaire
813;0020777J;Ecole primaire Les Ponceaux
814;0020784S;Ecole élémentaire
815;0020801K;Ecole maternelle
816;0020804N;Ecole maternelle hameau de Sacy
817;0020810V;Ecole élémentaire
818;0020813Y;Ecole élémentaire Jean Moulin
819;0020815A;Ecole maternelle du Gros Chêne
820;0020816B;Ecole primaire
821;0020824K;Ecole élémentaire
822;0020831T;Ecole élémentaire Alfred Clin
823;0020833V;Ecole maternelle Alfred Clin
824;0020834W;Ecole primaire d'application Eugene Corrette
825;0020841D;Ecole primaire Camille Desmoulins
826;0020845H;Ecole primaire Girondins
827;0020848L;Ecole élémentaire Marcel Pagnol
828;0020856V;Ecole primaire Lyon-Jumentier
829;0020858X;Ecole maternelle Montplaisir
830;0020867G;Ecole primaire Quentin Barre
831;0020870K;Ecole primaire François Collery
832;0020872M;Ecole primaire Ernest Lavisse
833;0020881X;Ecole élémentaire Robert Schuman
834;0020891H;Ecole primaire Robert Lengele
835;0020895M;Ecole primaire
836;0020898R;Ecole primaire
837;0020901U;Ecole primaire
838;0020903W;Ecole élémentaire Louis Aragon
839;0020905Y;Ecole maternelle Simone Veil
840;0020906Z;Ecole élémentaire Faubourg de Pisseleux
841;0020914H;Ecole primaire du Limodore
842;0020917L;Ecole primaire Vallée des Deux Cantons
843;0020925V;Ecole primaire Letombe
844;0020927X;Ecole élémentaire
845;0020928Y;Ecole élémentaire
846;0020940L;Ecole maternelle Buttes Chaumont
847;0020941M;Ecole primaire Jean Rostand
848;0020955C;Ecole primaire
849;0020963L;Ecole élémentaire
850;0020964M;Ecole élémentaire
851;0020975Z;Ecole élémentaire Bois de Breuil
852;0020976A;Ecole maternelle de La Cité
853;0020981F;Ecole élémentaire d'application Louise Macault
854;0020982G;Ecole maternelle d'application Louise Macault
855;0020984J;Ecole élémentaire Anatole France
856;0020986L;Ecole maternelle Anatole France
857;0020988N;Ecole primaire Champfleury
858;0020993U;Ecole primaire Gilbert Lobjois
859;0020996X;Ecole élémentaire Saint-Exupéry
860;0020998Z;Ecole maternelle Saint-Exupéry
861;0021000B;Ecole élémentaire
862;0021006H;Ecole maternelle
863;0021010M;Ecole primaire Gérard Frison
864;0021017V;Ecole maternelle
865;0021020Y;Ecole élémentaire
866;0021021Z;Ecole primaire
867;0021025D;Ecole primaire des Marais
868;0021027F;INSTITUT MEDICO-EDUCATIF
869;0021030J;Ecole maternelle
870;0021034N;Ecole primaire Jacques Pelletier
871;0021041W;Ecole primaire
872;0021043Y;Ecole primaire
873;0021047C;Ecole élémentaire Vatin
874;0021048D;Ecole élémentaire Levaufre
875;0021049E;Ecole maternelle Vatin
876;0021056M;Ecole primaire
877;0021059R;Ecole primaire Joliot-Curie
878;0021061T;Ecole élémentaire Jules Ferry
879;0021063V;Ecole maternelle Georges Herbin
880;0021074G;Ecole primaire
881;0021078L;Ecole primaire
882;0021085U;Ecole primaire
883;0021089Y;Ecole élémentaire du Centre
884;0021091A;Ecole maternelle du Centre
885;0021093C;Ecole primaire Godin
886;0021094D;Ecole primaire Albert Schweitzer
887;0021101L;Ecole élémentaire
888;0021102M;Ecole primaire
889;0021112Y;Ecole primaire R Gérard
890;0021117D;Ecole maternelle
891;0021120G;Ecole maternelle des Promenades
892;0021123K;Ecole maternelle Charles Clément - Champ Roland
893;0021127P;Ecole maternelle Champs-Elysées
894;0021132V;Ecole maternelle Groupe scolaire Jean Zay
895;0021133W;Ecole primaire Jacques Hivet
896;0021141E;Ecole primaire
897;0021143G;Ecole primaire
898;0021150P;Ecole élémentaire
899;0021158Y;Ecole primaire
900;0021165F;Ecole élémentaire
901;0021172N;Ecole élémentaire des Nécreux
902;0021174R;Ecole maternelle
903;0021191J;Ecole élémentaire Saint-Crépin
904;0021193L;Ecole primaire Saint-Waast
905;0021209D;Ecolé élémentaire
906;0021212G;Ecole élémentaire
907;0021213H;Ecole élémentaire
908;0021217M;Ecole primaire
909;0021218N;Ecole élémentaire André Malraux
910;0021220R;Ecole maternelle André Malraux
911;0021221S;Ecole élémentaire Roosevelt
912;0021223U;Ecole maternelle Roosevelt
913;0021230B;Ecole élémentaire
914;0021248W;Ecole primaire 1
915;0021252A;Ecole primaire
916;0021256E;Ecole élémentaire
917;0021259H;Ecole élémentaire
918;0021264N;Ecole primaire
919;0021267S;Ecole primaire La Fontaine du Dragon
920;0021272X;Ecole primaire Paul Carette
921;0021274Z;Ecole primaire
922;0021282H;Ecole primaire
923;0021291T;Ecole élémentaire
924;0021296Y;Ecole maternelle Pascal Céccaldi
925;0021303F;Ecole primaire
926;0021322B;Ecole primaire
927;0021328H;Ecole élémentaire L Lagrange / CA Demoustier
928;0021329J;Ecole maternelle Alexandre Dumas
929;0021330K;Ecole élémentaire Moncond'Huy
930;0021332M;Ecole maternelle Parc Salanson
931;0021335R;Ecole primaire
932;0021337T;Ecole primaire
933;0021339V;Ecole primaire
934;0021341X;Ecole primaire
935;0021347D;Ecole primaire
936;0021348E;Ecole primaire
937;0021365Y;Ecole élémentaire
938;0021369C;Ecole élémentaire
939;0021370D;Ecole primaire René-Claude Rondeaux
940;0021372F;Ecole primaire
941;0021375J;Ecole élémentaire
942;0021376K;Ecole primaire
943;0021378M;Ecole primaire
944;0021385V;Ecole primaire
945;0021392C;Ecole primaire André Vatin
946;0021394E;Ecole primaire de La Dhuys
947;0021398J;Ecole élémentaire Marcel Roger
948;0021403P;Ecole élémentaire
949;0021410X;Ecole élémentaire
950;0021413A;Ecole primaire Alfred Beaufort
951;0021421J;Ecole maternelle Blot
952;0021424M;Ecole élémentaire
953;0021429T;Ecole primaire du Rondeau
954;0021431V;Ecole primaire Louis Lesur
955;0021433X;Ecole elementaire
956;0021438C;Ecole élémentaire Pierre Elie Ferrier
957;0021440E;Ecole primaire du Centre
958;0021445K;Ecole élémentaire Condorcet
959;0021446L;Ecole maternelle Marie Curie
960;0021447M;Ecole primaire
961;0021453U;Ecole élémentaire
962;0021476U;Lycée polyvalent Léonard de Vinci
963;0021477V;Section d'enseignement professionnel du Lycée des métiers Léonard De-Vinci
964;0021478W;Établissement régional d'enseignement adapté de Saint-Quentin
965;0021481Z;Ecole maternelle Jean de La Fontaine
966;0021489H;Collège Charles de Gaulle
967;0021490J;Collège Louise Michel
968;0021491K;Collège Maurice Wajsfelner
969;0021492L;Collège Gérard Philipe
970;0021493M;Collège Victor Hugo
971;0021494N;Collège Paul Éluard
972;0021518P;Collège Marie de Luxembourg
973;0021521T;Section d'enseignement général et professionnel adapté du Collège Gérard Philipe
974;0021522U;Thiéra'Natura - Lycée agricole de Thiérache
975;0021523V;Lycée professionnel agricole d'Aumont
976;0021525X;Collège Saint-Paul
977;0021528A;Ecole élémentaire Les Vaucrises-Hérissons
978;0021529B;Ecole maternelle Les Vaucrises-Hérissons
979;0021531D;Ecole élémentaire Jean de La Fontaine
980;0021534G;Collège Anne Frank
981;0021535H;Collège Lamartine
982;0021536J;Ecole primaire Christian Cabrol
983;0021537K;Ecole primaire
984;0021538L;Ecole primaire
985;0021539M;Ecole élémentaire Jean Racine
986;0021540N;Ecole primaire
987;0021541P;Ecole primaire Danièlle Labarthe
988;0021542R;Ecole primaire Pierre Mendès France - Henri Matisse
989;0021545U;Ecole primaire de La Rouillé
990;0021546V;Ecole primaire
991;0021548X;Ecol eprimaire Guillaume Dupré
992;0021549Y;Ecole élémentaire
993;0021550Z;Ecole élémentaire Jacques Camus
994;0021551A;Ecole primaire
995;0021554D;Ecole primaire
996;0021555E;Ecole primaire Centre
997;0021556F;Ecole primaire
998;0021557G;Ecole primaire Emile Driant
999;0021560K;Ecole primaire
1000;0021561L;Ecole primaire
1001;0021562M;Ecole primaire
1002;0021563N;Ecole primaire
1003;0021564P;Ecole primaire
1004;0021565R;Ecole primaire
1005;0021567T;Ecole primaire
1006;0021569V;Ecole élémentaire
1007;0021570W;Ecole primaire René Hocquemiller
1008;0021571X;Ecole primaire
1009;0021572Y;Ecole élémentaire René Lefèvre
1010;0021576C;INSTITUT MEDICO-EDUCATIF
1011;0021584L;Ecole primaire
1012;0021585M;Ecole primaire
1013;0021586N;Ecole élémentaire
1014;0021587P;Ecole élémentaire Charles Clément
1015;0021590T;Ecole maternelle Jean Zay
1016;0021591U;Ecole primaire Raymond Tavernier
1017;0021595Y;Collège Pierre Sellier
1018;0021596Z;Section d'enseignement général et professionnel adapté du Collège Marthe Lefèvre
1019;0021597A;Section d'enseignement général et professionnel adapté du Collège Jean Mermoz
1020;0021598B;Collège Jean Mermoz
1021;0021600D;Ecole primaire privée Sainte Marie
1022;0021601E;Ecole primaire privée du Sacré-Coeur
1023;0021602F;Ecole primaire privée Lacordaire
1024;0021604H;Ecole primaire privée Sainte Marie Madeleine
1025;0021605J;Ecole primaire privée Saint Charles
1026;0021607L;Ecole primaire privée Sainte-Famille
1027;0021608M;Ecole primaire privée Saint Joseph-Notre-Dame
1028;0021610P;Ecole primaire privée Jeanne d'Arc
1029;0021611R;Ecole primaire privée de L'Enfant-Jésus
1030;0021612S;Ecole primaire privée La Providence
1031;0021614U;Ecole primaire privée Notre-Dame de Liesse
1032;0021617X;Ecole primaire privée Jeanne d'Arc
1033;0021618Y;Ecole primaire privée du Sacré-Coeur
1034;0021619Z;Ecole primaire privée Jeanne d'Arc
1035;0021622C;Ecole primaire privée Saint Jean La Croix
1036;0021623D;Ecole primaire privée Notre-Dame
1037;0021625F;Ecole primaire privée Saint Rémy
1038;0021626G;Ecole primaire privée de L'Immaculée-Conception
1039;0021629K;Ecole primaire
1040;0021630L;Ecole primaire
1041;0021631M;Ecole primaire de La Cité
1042;0021632N;Ecole primaire
1043;0021634R;Ecole primaire Victor Schoelcher
1044;0021635S;Ecole primaire
1045;0021636T;Ecole primaire
1046;0021638V;Ecole primaire
1047;0021640X;Ecole primaire
1048;0021641Y;Ecole primaire du Bailli
1049;0021642Z;Ecole primaire
1050;0021644B;Ecole primaire
1051;0021645C;Ecole primaire Raymond Genty
1052;0021647E;Ecole primaire Albert Camus
1053;0021649G;Ecole maternelle Hélène Boucher
1054;0021650H;Ecole primaire
1055;0021651J;Ecole élémentaire Maurice Prat
1056;0021652K;Ecole primaire Anne Murray Dike
1057;0021653L;Ecole primaire de la Vallée de La Suippe
1058;0021654M;Ecole élémentaire Les Vaucrises-Mauguins
1059;0021655N;Ecole maternelle Les Vaucrises-Mauguins
1060;0021659T;Collège Jean Mermoz
1061;0021660U;Section d'enseignement général et professionnel adapté du Collège Henri Matisse
1062;0021663X;Collège César Savart
1063;0021665Z;Ecole primaire
1064;0021666A;Ecole primaire Albert Mennécier
1065;0021667B;Ecole primaire
1066;0021669D;Ecole primaire
1067;0021670E;Ecole primaire Gaston Costeaux
1068;0021671F;Ecole primaire
1069;0021672G;Ecole primaire Juge Magnaud
1070;0021673H;Ecole primaire Les Hirondelles
1071;0021674J;Ecole primaire
1072;0021675K;Ecole primaire Maurice Brugnon
1073;0021676L;Ecole primaire Pierre Sémard
1074;0021677M;Ecole primaire
1075;0021679P;Ecole primaire Marcel Foulon
1076;0021680R;Ecole primaire des Marronniers
1077;0021681S;Ecole maternelle Henri Wallon
1078;0021682T;Ecole élémentaire Henri Wallon
1079;0021684V;Ecole maternelle Les Torrents
1080;0021685W;Collège Les Frères Le Nain
1081;0021686X;Collège Froëhlicher
1082;0021688Z;Collège Max Dussuchal
1083;0021689A;Collège Antoine-Nicolas de Condorcet
1084;0021695G;Ecole primaire
1085;0021696H;Ecole primaire
1086;0021697J;Ecole primaire
1087;0021698K;Ecole élémentaire Georges Clémenceau
1088;0021701N;Ecole primaire
1089;0021702P;Ecole élémentaire Les Torrents
1090;0021704S;Ecole primaire Ferdinand Buisson
1091;0021706U;Ecole primaire Amédée Ozenfant - Patriotes
1092;0021707V;Ecole maternelle Jacques Camus
1093;0021709X;INSTITUT THERAPEUT. EDUCATIF PEDAGOGIQUE
1094;0021710Y;Ecole élémentaire Jean Moulin
1095;0021711Z;Ecole maternelle Francis James
1096;0021712A;Ecole élémentaire
1097;0021718G;Ecole maternelle Marie Moret
1098;0021719H;Ecole primaire
1099;0021721K;Collège Charles Brazier
1100;0021722L;Collège La Feuillade
1101;0021723M;Section d'enseignement général et professionnel adapté du Collège Max Dussuchal
1102;0021724N;Collège Jean Racine
1103;0021727S;Section d'enseignement général et professionnel adapté du Collège Camille Desmoulins
1104;0021728T;Ecole primaire Les Chesneaux
1105;0021730V;Ecole primaire Georges Lefévre
1106;0021731W;Ecole primaire Padieu
1107;0021732X;Ecole primaire Paul Bert
1108;0021735A;Ecole maternelle
1109;0021737C;Ecole primaire
1110;0021738D;Ecole maternelle
1111;0021754W;INSTITUT MEDICO-EDUCATIF
1112;0021758A;Ecole maternelle
1113;0021760C;Ecole maternelle la Souris Verte
1114;0021769M;Circonscription d'inspection de Laon - ASH
1115;0021770N;Ecole primaire
1116;0021771P;Circonscription d'inspection du 1er degré du Soissonnais
1117;0021773S;LA TOMBELLE
1118;0021774T;Ecole primaire
1119;0021777W;Ecole maternelle Bois Blanchard
1120;0021778X;Collège Jacques Prévert
1121;0021780Z;INSTITUT MEDICO-EDUCATIF
1122;0021782B;INSTITUT MEDICO-EDUCATIF
1123;0021783C;INSTITUT MEDICO-EDUCATIF
